#APID R_ap N_stars N_bg Flag Best_method int_logAge_E int_logAge_p16 int_logAge_p84 int_logMass_E int_logMass_p16 int_logMass_p84 int_Av_E int_Av_p16 int_Av_p84 cmd_logAge_best cmd_logAge_p16 cmd_logAge_p84 cmd_logMass_best cmd_logMass_p16 cmd_logMass_p84 cmd_Av_best cmd_Av_p16 cmd_Av_p84 C11_Age_Gyr C11_logMass C11_E(B-V) C11_Z C11_SigmaZ 
           2682            1.54           119.0            60.0            NSMB               M   9.20303747495    8.4915345263   9.97258248856   4.27237553946   4.12129699704   4.46897081677    1.7635071714    1.0168753608   2.61300928706             9.1             9.1             9.1   3.56548253506   3.49453353727   3.65242722301            0.25            0.25            0.45             0.0             0.0             0.0             0.0             0.0
           2683             1.6           238.0           293.0               O               O   10.1326797111   10.0488765851   10.2020564073   5.22136221831   5.16930792983   5.27348780705 0.0726222900517             0.0  0.200084137662            10.0             7.1             9.6   4.41860300049             0.0             0.0            0.25            0.45            2.55            14.0             5.1            0.13            -0.2             0.2
           2684            1.45           149.0           138.0             MAY               M   8.10875281046    6.6469034426   9.57419446364   3.77946963111   2.59815477755   5.03132381844   1.45079830291  0.427335669627    2.4732618098             8.3             8.2             8.5   2.83488997245   2.64993517606   2.94669083383            0.65             0.4             0.7             0.0             0.0             0.0             0.0             0.0
           2687            2.65           591.0           619.0            NSMB               M   8.05076441448   7.90330384811   8.19150743493   3.24284088956   3.12728347731   3.35830464158  0.304278527301 0.0754393537171   0.53211898628             8.9             8.8             9.0   3.53467581886   3.43469854873   3.62962794581             0.4             0.3             0.9             0.0             0.0             0.0             0.0             0.0
           2690            1.32           151.0           129.0              NS               M   8.26192568332   8.03193109475   8.47567478868    2.8812817874    2.7015531121   3.07575757678  0.563871199403  0.184375464524   0.93463109247             8.0             7.6             8.0   3.34108372836   3.12681216113   3.36219647156            1.85            1.65            2.05             0.0             0.0             0.0             0.0             0.0
           2691            1.43            86.0            54.0             IAO               I   8.86972209647   8.65186351433   9.09703984968   2.82877837089   2.67297504776   2.99497344513  0.321331967841 0.0473768980856  0.592272063112             9.2             8.0             9.3   3.45088144491    1.7178717961    3.6049004199             0.1            0.05            1.55             0.0             0.0             0.0             0.0             0.0
           2692             1.6            82.0            29.0              NS               I   9.91802358111   9.99573988167   10.2000566525   3.86743779764    3.9022539165   4.10125017805 0.0176678494852             0.0 0.0844406934451             9.2             9.1             9.5   3.50727640932   3.33430703913   3.86493594064            0.15             0.1             0.5             0.0             0.0             0.0             0.0             0.0
           2694            2.38           429.0           389.0            NSIB               I   6.77961295611   6.73041914675   6.82159168174   2.94995776072   2.81434301627   3.08310812166   1.88807342116   1.82895838994   1.97330113159             9.1             8.1             9.1   3.88792719575   3.16023189996   3.88768457301            0.35             0.3            0.85             0.0             0.0             0.0             0.0             0.0
           2697            1.64           174.0           143.0             MAY               M   7.42850004954    7.1691719882   7.68753831835   3.41150474541   3.32135593996   3.50320339023   1.93936662536    1.6402705589    2.2459267333             8.0             7.8             8.3   3.08546229875   3.01290594897   3.10170272452            1.05             0.8             1.1             0.0             0.0             0.0             0.0             0.0
           2698            1.45           105.0            69.0             IAO               I   8.18154469357   7.62504450821   9.00801937533   3.16500946588   2.96915051716   3.39149717554   1.31309002897  0.124471159016   2.23625116363             8.9             8.8             8.9   3.48515058293   3.33449006166   3.49156120948             0.5            0.35             0.6             0.0             0.0             0.0             0.0             0.0
           2702            1.02            61.0            44.0               B               I   8.67878375206   8.35535560595   9.00398567028   2.83990177775   2.65290732682   3.03730026398  0.592378432122  0.161025215541   1.05803299622             8.8             8.5             8.8   3.11488162571   3.03814352348   3.13417834125             0.3             0.3             1.0             0.0             0.0             0.0             0.0             0.0
           2707            1.71           175.0           131.0              NS               I   7.75070009348    7.6542936321   7.85093072059   3.28910522877    3.1780210239   3.39380117257   1.81807398176   1.62927475277   2.01554735728            10.0             9.6            10.0   4.74333949465   4.47897996334   4.77078265658             0.0             0.0             0.2             0.0             0.0             0.0             0.0             0.0
           2709            1.46           121.0           117.0               B               M   6.80723472271    6.4554673227   7.10104116885   2.62287975567   2.33630767446   2.88084737213  0.629547832727  0.493021305605  0.772842094731             6.7             6.6             7.4    2.4986440149   2.45546491964   2.51051086234            0.75            0.65             0.8             0.0             0.0             0.0             0.0             0.0
           2710            3.16           708.0           720.0               O               O             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             9.7             9.7             9.7   5.55929905221   5.55910475062   5.56082707707             0.0             0.0             0.0            12.9             6.2            0.23            -0.1             0.1
           2716            1.43            94.0            47.0              NS               I   7.75468927601   7.45301897412   7.99994991363   3.16261072139    3.0728886075    3.2634403284   1.99692138416   1.85934554814   2.28444799564             9.6             8.9             9.7   3.87978345797    3.2269162981    3.9080044042            0.35             0.2             1.0             0.0             0.0             0.0             0.0             0.0
           2719            1.22            91.0            64.0               B               I   8.48115432284   8.34681952603   8.62046793588   2.40893513347   2.22770738315   2.58481746781  0.336340011375  0.063606945552  0.617443440747             8.7             8.6             8.8   3.02080129929   2.83823224606   3.05966369656            0.45            0.25             0.6             0.0             0.0             0.0             0.0             0.0
           2720            1.17           160.0           159.0             IAO               I   8.97233917562   8.68721427791   9.32251917518   3.90480824742   3.82428729686   3.98921527144  0.988323963029  0.451075403036   1.49031502505             9.5             7.1             9.6   4.50859451782             0.0   1.28022720023             0.0             0.4             2.5             0.0             0.0             0.0             0.0             0.0
           2721            1.15           101.0            76.0             MAY               M   9.40953306345   8.89429290134   9.95023778146   3.54585222865   3.33053012256   3.79661692694  0.452215595476 0.0606997662067  0.926368674484             8.4             8.2             8.7   3.20932737037   3.13499077912   3.28386898767             1.2             0.9            1.35             0.0             0.0             0.0             0.0             0.0
           2722            1.25           121.0            92.0             MAY               M   9.04819389746   8.67451250934    9.5984998444   3.39755216522    3.2484384966   3.56041679259  0.719137995998  0.123329957007   1.18222830249             8.1             8.0             8.3   3.26789886416   3.20258695846   3.31723014833             1.6            1.45            1.65             0.0             0.0             0.0             0.0             0.0
           2723            1.56           153.0           128.0               B               M   7.87373746293   7.74938729914   7.99330209483   2.88052035653   2.77315093782   2.98733800785  0.237038546094 0.0781734728596  0.406829915041             7.6             7.2             7.7   3.04352059496   3.00406574422   3.05255441357            0.75             0.7            0.85             0.0             0.0             0.0             0.0             0.0
           2725             1.4           174.0           141.0               B               M   8.21178802539   8.06480142608   8.36394240149   3.33672189236   3.16807190645   3.49287867385  0.831130478456  0.471026194659   1.18372835848             8.1             7.0             8.1   2.76302063666   2.65106455956   2.76303010777            0.55            0.55             0.9             0.0             0.0             0.0             0.0             0.0
           2727            1.18            40.0            13.0               B               M   8.51839158451   8.36296059471    8.6605300955   2.60770150605   2.46851244321   2.74278860827   0.20773335037             0.0  0.478615267382             8.4             8.4             8.5    2.8085178894    2.7930092709   2.82711284003             0.5             0.4            0.55             0.0             0.0             0.0             0.0             0.0
           2728            1.28           100.0            76.0             MAY               M   7.77483218822   7.68534196312   7.86840268234   3.27369608436   3.15921851635   3.38677696541   1.34531800665   1.15254467019   1.53909938195             8.3             7.1             8.2   2.88380909143   2.77783933238    2.8939333529             0.6            0.65            1.05             0.0             0.0             0.0             0.0             0.0
           2729            1.19            40.0            24.0               B               M   8.20876301602   8.01963169254   8.43558064266   2.39300974063   2.25023771129   2.53328879823  0.520546451106  0.152272585692  0.850907242345             8.2             7.3             8.4   2.45902719285   2.31466036046   2.46806540885            0.65             0.5            0.85             0.0             0.0             0.0             0.0             0.0
           2730            1.27            93.0            78.0              NS               I   10.0375618012   9.86338759314   10.2242244723   4.24951925236   4.15286859458   4.34555088594  0.817483630168  0.594755595327   1.04487738591             9.9             9.8            10.0    4.7493151494   4.67938124262   4.80848877871            0.15            0.05             0.2             0.0             0.0             0.0             0.0             0.0
           2731            1.88           228.0           165.0            NSMB               M   9.02132633293   8.16519309383   9.71569105689   4.31113390033   4.18043810736   4.46205805294   1.65136749473  0.915549057187   2.62165292443             9.1             9.0             9.1    3.8416123399    3.5587566544   3.84155029911            0.25            0.25             0.5             0.0             0.0             0.0             0.0             0.0
           2732            1.33           101.0            80.0            NSMB               M   6.67064812196   6.54249153968   6.78680708158   3.18984605805   2.89328956553   3.50323790372   2.76919481611   2.68787457188   2.86321079634             7.0             7.0             9.4   3.00235605956             0.0   3.00843738805             3.0            0.55            2.95             0.0             0.0             0.0             0.0             0.0
           2734            1.19            71.0            38.0               B               M   8.44286192605   8.31429585639   8.56620665869   2.47400892546   2.24250283709   2.71093463805  0.422999299725  0.103124048649  0.733464793085             8.5             8.5             8.7   3.03510179412   3.01291919693   3.08004233985            0.75             0.5             0.8             0.0             0.0             0.0             0.0             0.0
           2737            1.44           143.0           100.0               B               M   8.09551657756   7.95034817652   8.22318389885   3.46970234167   3.31789118346   3.62994235158   1.39805503213   1.10187340355   1.75122056252             8.2             8.2             8.2   3.31970716757   3.28767904379   3.33086802784            0.95             0.9             1.0             0.0             0.0             0.0             0.0             0.0
           2738             1.1            52.0            26.0              NS               I   7.91385609941   7.79232936279   7.96137976332   2.42712196147   2.30508063499   2.52740325421  0.836625615033  0.707952140603  0.970379723502             8.9             8.0             8.9   3.26031326699   2.82137840973   3.30061323834             0.4            0.45            1.35             0.0             0.0             0.0             0.0             0.0
           2739            1.03            56.0            31.0             MAY               M   7.48006787859   7.26547749318   7.70101898793   3.11265263758   3.03206363253   3.19229489203    1.4282509396   1.19433084848    1.6692605051             7.9             7.4             7.9   2.86964858225   2.83009190146   2.87649456381             0.9             0.9             1.1             0.0             0.0             0.0             0.0             0.0
           2741            1.66           167.0           167.0               B               M     8.707113574   8.58658661586   8.83196129911   2.73790025435    2.6349359382   2.85452740949 0.0908804698785             0.0  0.212113025309             8.4             8.4             8.5   3.12310758044   3.07782035704   3.16233548825             0.5             0.4             0.6             0.0             0.0             0.0             0.0             0.0
           2742            1.54            99.0            78.0             MAY               M   9.20820397831    9.1491110264   9.25454693439   3.07386639121   3.00620449622   3.17651285927 0.0246568250232             0.0 0.0893636976625             8.2             7.1             8.4   2.81537268411   2.58175281953   2.82885287092            0.75             0.6            0.85             0.0             0.0             0.0             0.0             0.0
           2745            1.66           181.0           153.0               B               M   7.60071163848   7.37385594288   7.86287493664   3.34753237143    3.2527247722   3.44799894348   1.01940303034  0.727481858812   1.30492734116             7.7             7.2             7.8   2.86402989966   2.82327495651   2.87839593626             0.4             0.4            0.55             0.0             0.0             0.0             0.0             0.0
           2746            1.32           114.0            81.0             MAY               M   8.14458538796   7.97966908542   8.29844170095   3.40054798814   3.25440857916   3.56185192289    1.2028177732   0.84569309791   1.59217634557             7.9             7.9             8.6   2.99300788653   2.87894569754   3.00182361038            1.15             0.3            1.15             0.0             0.0             0.0             0.0             0.0
           2747            1.24            93.0            57.0             MAY               M   8.62364472194   8.55219239039   8.68945969268   2.75408980245   2.65273969808    2.8424433807 0.0498880804476             0.0  0.150442460722             8.0             7.7             8.3    2.8841803501   2.79115288094   2.95449676927             0.7            0.55             0.9             0.0             0.0             0.0             0.0             0.0
           2748            1.17           108.0            88.0               B               I   9.35657307553   9.26545472423   9.43402855707   3.48181312919   3.38215012286   3.58666882467  0.100323646979             0.0  0.234642122521             9.5             7.8             9.5    4.2132118543   3.54015987793   4.21277286401             0.0             0.0             2.6             0.0             0.0             0.0             0.0             0.0
           2749            1.42           197.0           164.0              NS               I   8.97104291736   8.67447157259   9.24872546752   3.84485328743   3.71896591464   3.97063868143   1.39163539493   1.08106948282   1.69627660904             9.3             7.7             9.3   4.14900655456   2.50153298991    3.9579172818            0.45             0.4            2.25             0.0             0.0             0.0             0.0             0.0
           2753            1.15            83.0            57.0             MAY               M    8.6232483477   8.46041434602   8.78565099023    2.6277928597   2.46619365207   2.78131034436  0.349163742013 0.0693946008885  0.639169088265             8.3             8.2             8.3   3.31372075638    3.2563427275   3.31659765504            1.45             1.4            1.55             0.0             0.0             0.0             0.0             0.0
           2755            1.16            44.0            28.0             MAY               M   7.09462915702   6.43132391101   7.65081052037   2.71118748879   2.54969576677   2.85511942623   1.42700839161   1.10268593258   1.74880268636             8.1             7.1             8.2    2.5971488823   2.47175031204   2.59029671358             0.5            0.45             0.6             0.0             0.0             0.0             0.0             0.0
           2756            1.31            92.0            61.0               B               M   8.48996610724   8.31925148525   8.66316211617   2.83413730617   2.68505048791   3.00027877609  0.531668763118  0.164942467978  0.910497200879             8.3             7.6             8.4    2.9453953848   2.82663519743    2.9694756354             0.8            0.75             1.1             0.0             0.0             0.0             0.0             0.0
           2758             1.2            35.0            25.0            NSMB               M   8.84569388154   7.58500524191   9.94991146358    2.8142216596   2.19954189546   3.42220714221   1.78116807168  0.832999959773   2.65356131805             8.5             7.3             8.5    2.3745595992   2.15356226354   2.37469348739             0.4             0.4            0.75             0.0             0.0             0.0             0.0             0.0
           2762            1.79           244.0           232.0              NS               I   7.58915276196   7.40056215276   7.76318182427   3.76819293738   3.58438054876   3.95257682091   2.08208873716   1.75856013829   2.42792014341             8.7             7.6             8.7   2.98666029744   2.69311092364   2.94739230592             0.3            0.25            1.15             0.0             0.0             0.0             0.0             0.0
           2766            1.22           103.0            99.0             MAY               M           10.25        10.21587           10.25   3.90650028747   3.86658888341   3.93794094272             0.0             0.0         0.06826             8.4             8.4             8.5   2.87800634776   2.83882853042   2.91316096985             0.3             0.2             0.4             0.0             0.0             0.0             0.0             0.0
           2769            1.58           173.0           157.0               B               M     6.684263503   6.61134939639    6.7533289435    2.6875705097   2.32494845822     2.996134713  0.590459015885  0.504392644888  0.683552514265             6.7             6.6             6.8   2.90235072272   2.88945984752   2.90887114764             0.7            0.65            0.75             0.0             0.0             0.0             0.0             0.0
           2771             1.8           154.0           164.0            MAMO               M             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.7             6.7             8.2   2.54855886199   2.51105844173   2.63877585381             0.7            0.45             0.7             0.0             0.0             0.0             0.0             0.0
           2772            1.11            55.0            45.0             MAO               M   6.96632265381   6.56244633281   7.37240333392   3.07993623087   2.95717643265   3.22813020639   2.49591869689   2.19651230461   2.79591950964             8.6             8.5             8.6   2.78248738429   2.76025035041   2.80068903975             0.1            0.05             0.3             0.0             0.0             0.0             0.0             0.0
           2777            1.23           103.0            59.0               B               M   8.39236376151   8.21128783522   8.57295467472   2.93151205553   2.75216722459    3.1145255363  0.739115633717   0.40985079409   1.07748910617             8.5             7.9   8.56745803975   3.11555517083   2.98345228241   3.16283622277            0.65             0.6            1.05             0.0             0.0             0.0             0.0             0.0
           2778            1.38           132.0            91.0             IAO               I   8.61868118303   7.93445054518   9.22832767687   3.52391911895   3.38340911441     3.697567287  0.764701879935 0.0276246076343   1.67306524282             9.4             9.1             9.4   4.18124422008   3.54819984983   4.18170397686             0.0             0.0             0.2             0.0             0.0             0.0             0.0             0.0
           2779            1.41           142.0           111.0             MAO               M   7.78682667899   7.05945790503   8.51601817723   3.11051096182   2.84443720214   3.41618065368   1.56579277803  0.530697817043   2.60620225667             8.8             8.6             8.8    3.3415852876   3.30912034389   3.39635927986            0.15             0.1            0.55             0.0             0.0             0.0             0.0             0.0
           2782            1.32           105.0            93.0               B               M   7.19729773463   6.72536890701   7.60604146982   2.96981945068   2.86522944495   3.07400251019  0.945531077788   0.72901213521   1.16302831801             7.4             6.8             7.4    2.6679984862   2.61483179742   2.67488995096            0.95             0.9            1.15             0.0             0.0             0.0             0.0             0.0
           2783            2.42           363.0           261.0               B               I   9.43627681327   9.27998813107   9.59794569363   3.90148384439   3.79478584057   4.01023624639  0.171815139662 0.00391949854319  0.362591878278             9.1             9.1             9.1   3.97571293978   3.95341392139    4.0437479757            0.25            0.25             0.4             0.0             0.0             0.0             0.0             0.0
           2786            1.26            95.0            54.0               B               I   9.08221727638   8.39413133718   9.62505053514   3.37662688453   3.20588591559    3.5566541227  0.835003435165  0.239799803374   1.59101183843             9.1             9.0             9.1   3.59334815589   3.51733515101   3.67526263938            0.25            0.25             0.5             0.0             0.0             0.0             0.0             0.0
           2790            1.16            91.0            59.0             MAO               M   8.58172030412    8.4429089285    8.7242761304   2.42043549927   2.25667310296   2.57679233998  0.247423033201 0.0279604223224  0.479216702719             8.9             8.7             9.0    3.5389888443   3.42804734401   3.76993240681             0.7             0.6            1.55             0.0             0.0             0.0             0.0             0.0
           2791            1.35           105.0            74.0               B               I   8.93371004726   8.84323913827   9.05825369335   2.83290602345   2.72297967427   2.96411614924 0.0329551562451             0.0  0.102751733633             8.9             8.8             8.9   3.12615317931   3.01515858669   3.15007945693            0.05             0.0            0.35             0.0             0.0             0.0             0.0             0.0
           2793            1.62           150.0           139.0             MAY               M   7.55915441616   7.39398837666   7.73447572859   3.04431810922   2.96378385905   3.12374611645  0.154736441357 0.0134796427646  0.304856403929             6.6             6.6             7.0   2.59853468191   2.54415292451    2.5985750437             0.9            0.75             0.9             0.0             0.0             0.0             0.0             0.0
           2795            1.25           115.0            97.0             MAY               M    7.3810278572   6.61889354573   7.90469697169   3.39164412467   3.05093792473   3.75668524072   2.19679018505   1.55521405848   2.83643679304             8.0             7.8             8.2    3.1325947283   3.00921285119   3.15381101594            1.65             1.3            1.75             0.0             0.0             0.0             0.0             0.0
           2798            1.96           237.0           215.0               B               M   6.83514920957   6.76155487875   6.90783570748   2.72344510125   2.50406095738   2.96973224081  0.113034416986 0.0203776399868  0.198665688843             6.7             6.6             6.8   2.60398333358   2.53454256426   2.62504469656             0.4            0.35            0.45             0.0             0.0             0.0             0.0             0.0
           2800            1.72           237.0           158.0             IAO               I   8.42537346045   8.16769879707   8.86249824822   3.58898280158   3.44237660843   3.71575189665  0.889029190502   0.13578021049   1.36582432716             7.8             7.5             8.0   3.83168278702   3.82482521748   3.94390510726            2.15            2.05            2.45             0.0             0.0             0.0             0.0             0.0
           2801            1.82           144.0            88.0             IAO               I   8.63914056042   8.50956907979   8.76624960112   2.67058018081   2.54478674977   2.78841239158  0.213351626136 0.0139861630989  0.432175302488             9.1             9.1             9.1   3.45737678129   3.45378649687   3.51807612259            0.05            0.05             0.2             0.0             0.0             0.0             0.0             0.0
           2803            1.43           165.0           126.0               B               I   8.94919942098   8.34774176234   9.56327041055   3.40477989133    3.2384950894   3.58914403355  0.870293065072  0.171799254396   1.57351804523             9.1             9.1             9.3   3.89699879538    3.8927850838   4.16100605516             0.5            0.45             0.7             0.0             0.0             0.0             0.0             0.0
           2804            1.06           104.0            98.0               B               I    8.5389581451   8.44507599081   8.63642952937   2.38935096905   2.23595138248   2.53995710015  0.106835325486             0.0  0.249883241247             8.6             8.0             8.6   2.90922882071    2.7272210239   2.90121014003             0.4             0.3             0.8             0.0             0.0             0.0             0.0             0.0
           2805            1.27           109.0            88.0              NS               M   7.35443141209   7.31259517633   7.39528677509   3.60866914493   3.54435121689    3.6735755893   1.42112582929   1.27813620651   1.55183276313             6.7             6.7             7.9   2.99032161268   2.94759545432   3.14483445681             1.7             1.6             1.8             0.0             0.0             0.0             0.0             0.0
           2806            1.42            75.0            49.0             MAY               M   9.24811997611   9.12651150106   9.37238522984   3.16612189248   3.02713854696   3.29919245804  0.089234684417             0.0  0.202800146591             8.5             7.8             8.5   2.91818963903   2.73079968332   2.91810938149            0.55            0.55            0.85             0.0             0.0             0.0             0.0             0.0
           2807            1.21            96.0            76.0             MAY               M   7.43796342217   6.85676073742   7.95418842442   2.64636798784   2.47387987114   2.80663066952  0.728390284854  0.318793911398   1.13261035876             7.8             6.9             7.9   2.48867215895   2.40872128503   2.48876589182            0.75             0.7             0.9             0.0             0.0             0.0             0.0             0.0
           2810            1.97           238.0           212.0             MAY               M   6.66447768778   6.47184761341    6.8224213382   2.49066743069   2.28249402476   2.69573622342  0.516948152809   0.41916427359  0.617046330736             7.3             6.9             7.3   2.75949758766   2.74481916229   2.77592646739             0.4             0.4             0.5             0.0             0.0             0.0             0.0             0.0
           2811            2.09           227.0           163.0             IAO               I   8.28391612459   7.82529261099   9.02376222207   2.64276396185   2.14908002161   3.22234481815  0.213170203323 0.0169484211103  0.366874624627             8.9             8.8             9.0   3.41839701056   3.38066466465   3.49186157492            0.15            0.05             0.5             0.0             0.0             0.0             0.0             0.0
           2812            1.67           229.0           173.0               B               M   8.20396068889   8.12092892114   8.28673707094   3.65269886243   3.56836065475   3.73651249303  0.637317582041  0.457432692089  0.828515673344             8.1             8.0             8.2   3.82416642915   3.70708677301   3.82790880797            1.25             1.1             1.3             0.0             0.0             0.0             0.0             0.0
           2813            1.01            74.0            40.0               B               I    8.9007655641    8.8542600596   8.94671713176   3.02349761153   2.96231882218   3.08495540507 0.0175053309978             0.0 0.0855655707787             8.7             8.6             8.8   3.36342107024   3.26830485292   3.39535834258            0.35             0.1             0.4             0.0             0.0             0.0             0.0             0.0
           2815            1.36           121.0           102.0            NSMB               M   7.14359091077   6.72773225279   7.57573385738   3.26170880437   3.10746524935   3.42790254444   2.28706302093   1.98467928162   2.58458875221             7.8             7.8             7.9   3.44690037276   3.31158100309   3.49697453803            2.45            2.25            2.55             0.0             0.0             0.0             0.0             0.0
           2816            1.65           191.0           166.0             MAY               M   6.95397711957   6.38057120857   7.47102135085    2.8778770254   2.60795505904   3.10990341803  0.438088617361  0.181533820805  0.674996106423             7.3             6.9             7.4    2.8879633126   2.85987908634   2.88964995414             0.6            0.55             0.7             0.0             0.0             0.0             0.0             0.0
           2818            1.45           118.0            84.0             IAO               I   9.07660166482   8.45336708149   9.82118052794    3.4477927579   3.25598304235   3.65922273108   1.06879314621  0.286759334038   1.84748377018             9.1             9.1             9.1    3.4283621553   3.35126155735   3.48586880664             0.2             0.1            0.35             0.0             0.0             0.0             0.0             0.0
           2819            1.73           124.0            70.0               B               I   8.75879368896   8.45553480901   9.02946457279   2.95235710795   2.79474282818   3.09389917553  0.367275890987 0.0324619548405  0.732034021894             8.9             8.7             8.9   3.15062081593   3.08756051523    3.1842613233             0.0            0.05             0.5             0.0             0.0             0.0             0.0             0.0
           2820            1.12            63.0            29.0             MAY               M   8.06457089373   7.96640705462    8.1446535746   2.98553796303    2.8752165899   3.11146122431   1.27622539209   1.06369209733    1.4985052757             8.5             8.4             8.5   3.03946142284   3.03272816449   3.13385006363            0.75             0.7             1.1             0.0             0.0             0.0             0.0             0.0
           2821            1.46           181.0           137.0              NS               M   8.66097270434   8.24743244378   9.07720829209   3.22419509966   3.03578336507   3.42955605335  0.543235654739 0.0572739231308   1.12727583992             8.1             7.8             8.4   3.36064286869   3.10465615545   3.36048587283             1.7            1.15             1.8             0.0             0.0             0.0             0.0             0.0
           2822            1.46           108.0            40.0               B               M   8.27019901459   8.13269011974   8.42996114062   3.06534553008   2.88367259894   3.22038768523  0.792438829305  0.365323075855    1.1581311694             8.2             8.0             8.2    3.3751919808   3.31537584025    3.3752929532            1.25             1.2            1.35             0.0             0.0             0.0             0.0             0.0
           2823            1.22            99.0            79.0             MAY               M   8.78545237957   8.28943280924   9.25860567763   3.19731879277   2.98796258634   3.43394106698  0.769184894109  0.186820430636   1.43427694908             8.3             7.6             8.4   3.16456049207   2.95497009426   3.21538738797            1.45            1.45            1.75             0.0             0.0             0.0             0.0             0.0
           2825             1.5           103.0            88.0               B               M    6.6406056245    6.3942259935    6.8546879837   2.52497740637   2.29303412373   2.79153365231  0.782238179626  0.645994964149  0.914544360173             6.6             6.6             7.2   2.80468681306   2.75369182094   2.79944804523            1.25            1.05            1.25             0.0             0.0             0.0             0.0             0.0
           2826            1.15            56.0            38.0             MAY               M             8.4         8.36587         8.43413             2.0             2.0         2.03413             0.0             0.0         0.06826             8.5             8.4             8.7   3.12825210818   2.99237328073   3.10123846781            0.95            0.45            0.95             0.0             0.0             0.0             0.0             0.0
           2828            1.21           107.0            92.0             MAO               M   9.23043005898   9.16580358195   9.28825538092   3.25028059467   3.17389813579   3.31977091365 0.000888139030575             0.0 0.0691481390306             8.6             8.3             8.7   2.96442693982   2.82049399413   3.04734396208             0.3            0.15            0.65             0.0             0.0             0.0             0.0             0.0
           2829            1.43           163.0           130.0              NS               I   8.69739085783   8.47009216941   8.91767697092   3.15342381209   3.00709791849   3.31294896965  0.572302538473  0.229485510271  0.893952059503             9.5             7.9             9.7   4.11791447809             0.0    4.2538831873             0.0             0.0            2.55             0.0             0.0             0.0             0.0             0.0
           2830            1.43           130.0            97.0             IAO               I    8.5852415912   8.35467535292   8.82467717038   2.92352646894   2.75777304528   3.07290834801  0.441151015781 0.0917066601707  0.783238328207             9.0             8.3             9.0   3.47856547471   3.33119888013   3.58310096221            0.15            0.05            1.65             0.0             0.0             0.0             0.0             0.0
           2831             1.1            50.0            14.0               B               M   8.16378728672   8.10094825845   8.23505234606   3.43829913904   3.35796130715   3.53993028911  0.915011724626  0.750498708458    1.0994648803             8.0             7.9             8.0   2.97765386028   2.95927787999   3.01796938114             0.8            0.75            0.85             0.0             0.0             0.0             0.0             0.0
           2832            1.25           139.0            89.0            NSMB               M   9.11651319676   8.36069104219   9.93793532404   3.78007007378   3.57563029607   4.03719846689   1.48891788071  0.629592144811   2.37946542489             8.0             8.0             8.1   3.58644348467   3.53542839273   3.61550160957            1.85             1.8             2.0             0.0             0.0             0.0             0.0             0.0
           2833             1.4           120.0            89.0             IAO               I   8.54071487723   8.35749642385   8.73146914343   2.58828156268   2.40932105718   2.76453311592  0.337936933708 0.0454555328969  0.650528344537             9.1             9.1             9.1   3.62043817514   3.53708543053   3.66138783051            0.15             0.1             0.3             0.0             0.0             0.0             0.0             0.0
           2834             1.0            63.0            41.0            NSMB               M   8.09452273295   7.73054786877   8.41715437152   2.79647688381   2.36401679585   3.11751418447   1.26577380168  0.434851222109   2.10497276324             8.9             8.9             9.0    3.2560330194   3.14696064728   3.29583406899            0.55            0.15            0.65             0.0             0.0             0.0             0.0             0.0
           2835            1.93           120.0            56.0              NS               M    9.1065684599   9.00255436214   9.29314242798   3.29635873684    3.1560479619   3.43070292808  0.194958414684             0.0  0.290603898919             8.4             8.3             8.7   3.21652096027    3.1619896961   3.24590766218             1.2             0.7            1.25             0.0             0.0             0.0             0.0             0.0
           2839            1.73           154.0           113.0             MAY               M   8.74545838206   8.62750852081   8.87101335222    3.1493928388   3.05252275556   3.25016422111 0.0909257762494             0.0  0.211761583597             8.3             8.2             8.5   3.12042050376    3.0111132231   3.13148001714            0.85             0.5            0.95             0.0             0.0             0.0             0.0             0.0
           2841            1.08           100.0            80.0             MAY               M   8.38618670537   8.18700063285   8.55881069456   2.88643024429   2.74338121181   3.03842715129  0.338812065469 0.00706766157592  0.753114657224             8.3             7.3             8.3   3.32751914733   3.07086319847   3.30970123255            1.15            1.15             1.4             0.0             0.0             0.0             0.0             0.0
           2843            1.54           118.0            56.0            NSMB               M   7.82249608577   7.63061987407   7.79116228146   2.40316852887   2.00791739411   2.49405255201   0.41076853311 0.0910697665929  0.659029370624             9.4             9.4             9.9   4.10660480121    4.0972053719   4.43719129962            0.25            0.05            0.25             0.0             0.0             0.0             0.0             0.0
           2845            1.35           100.0            77.0             MAY               M   7.54802664701   7.27669639548   7.81552252762    3.0813910156   3.00598780499   3.17119351222   1.58082770148   1.32180198883   1.84931314372             8.1             7.5             8.1   2.71857171848   2.60102092725   2.72878706661            0.35             0.3            0.55             0.0             0.0             0.0             0.0             0.0
           2848            1.32           126.0            69.0             IAY               I   6.80281177796   6.72399241409   6.87513162354   3.03801705992   2.95846476306   3.19793245833   1.30623259187   1.23038748057   1.37813656609             8.4             7.5             8.8   3.78527761182   2.87170617245   3.81304410477             2.6             1.3            2.45             0.0             0.0             0.0             0.0             0.0
           2849            1.33           103.0            75.0            NSIB               I   8.84301661105   8.37297006027   9.31667999267   3.22462217619    3.0556768522   3.39160230897  0.770290255409  0.151351222068   1.32776470049             8.9             8.8             9.9   5.56864181253   3.74181603513   5.42495738714             2.6             1.3             2.3             0.0             0.0             0.0             0.0             0.0
