#APID int_logAge_E int_logAge_p16 int_logAge_p84 int_logMass_E int_logMass_p16 int_logMass_p84 int_Av_E int_Av_p16 int_Av_p84 cmd_logAge_best cmd_logAge_p16 cmd_logAge_p50 cmd_logAge_p84 cmd_logMass_best cmd_logMass_p16 cmd_logMass_p50 cmd_logMass_p84 cmd_Av_best cmd_Av_p16 cmd_Av_p50 cmd_Av_p84 N_stars              
            925   6.94380803267   6.20161034337    7.7809373529   3.33095053263   2.97927544434    3.7121594117   1.23005211077  0.658326599464   1.67969309272             7.7             7.3             7.7             7.7   3.23278109094   3.18588613537   3.21664620388   3.23679192514             0.9            0.85            0.95            1.05           194.0
            927   8.47083195272   8.34808149172   8.59864288188    3.2127809267   3.09136354275   3.33456226073  0.313443579457 0.0439988082583  0.588425149855             8.2             8.2             8.2             8.3   3.53019756301    3.5079095757   3.53111502618   3.55445949407            1.25             1.2            1.25             1.3           252.0
            929   6.87864329938   6.74554698579   7.04092567681   3.37667828558   3.07103430362   3.69077903357  0.415428422048  0.326418556782  0.496356670493             6.6             6.6             6.6             6.7    3.2246620807   3.21959417914   3.22929094427   3.24774644371            0.55            0.55            0.55             0.6           368.0
             93   8.05679269204   7.98519684563   8.13291481318   4.22557379119   4.16745713175   4.28331855159  0.813348936601  0.677803659103  0.945024808591             7.7             7.6             7.7             7.7   3.86571898085   3.85088615259   3.86495527541   3.86908725484             1.2             1.2             1.2            1.25           345.0
            932   10.2451701264   10.2111038362           10.25   4.59238953877   4.53356981383   4.64791778159  0.449973957758  0.351036937774  0.549266654191            10.1             9.6             9.8            10.0   5.47656445389   4.76522608306   4.96319602402   5.10115821578            0.25            0.25             0.4            0.65           274.0
            933   7.93521601977   7.82667508373   8.04571348131   3.01947674705   2.95430066067    3.0890836278  0.487647352181  0.347713060981  0.626606907595             7.7             7.2             7.6             7.9   3.00776817352   2.93564144079   2.99082860094    3.0364895382             0.9            0.65             0.8             0.9            58.0
            935   8.34711416671   8.26350019745   8.43312231948   2.86348248462   2.75580488535   2.97979060228  0.156263557476 0.00316840948113  0.317053901159             8.0             7.8    8.0868113847             8.3   2.95252834749   2.88281836473   2.93791300966   2.97952624179            0.65             0.4            0.55             0.7           126.0
            937   7.92357078811   7.72447858807   8.16749700076   2.46425840884   2.31234944826   2.61049328115  0.245308660601 0.0258497403644  0.488603903284             8.7             8.4             8.7             8.7   2.88655397502   2.82775162833   2.88329251611   2.91509951017            0.25             0.2            0.45            0.75            47.0
            938   8.07511447016   7.90162452332   8.24358958148     3.405423334   3.24629247666   3.56437588147   1.25993368471  0.915794737017   1.62898303198             8.2             8.1             8.2             8.2   3.04017506911   3.00619127875   3.03986259695   3.05307313187             0.7            0.65             0.7            0.75           150.0
            939   9.07868894175   8.96229869686   9.19979521221   3.70061712221   3.60784469733   3.79836862929  0.130302112026             0.0  0.267429826746             7.7             7.7             7.8             7.8    4.1060945425   4.10296149637   4.13590459658   4.16271928147             3.0            2.95             3.0             3.0           293.0
             94   7.91653071545   7.80499473522   8.03878246768   4.07463698394   4.00801637132   4.15122076627  0.383048960498  0.198831406498  0.574659411944             7.2             7.1             7.2             7.3   3.75394305485   3.73687674791    3.7509802269   3.75396520035            0.95            0.95            0.95            0.95           472.0
            942   7.81736120386   7.58795541575   8.08576721427   2.72050835286   2.51473272311   2.91483805871  0.329703539637 0.0432833225825  0.642234818116             7.8             7.6             7.8             8.0   3.20414386734   3.17306876991   3.20414707132   3.23203029408            0.75             0.7            0.75  0.829777333476           235.0
            945   8.99229793502   8.84175450535    9.1404651784   3.55340587287   3.43763334391   3.67723066465  0.137711762307 0.00293343325493  0.279514725286             8.8             8.8             8.8             8.8   3.65793345561    3.6293778392   3.65768848445   3.65813297576            0.05             0.0            0.05             0.1           330.0
            948    8.3064119384   8.13389997476   8.35161321382   2.98495590123   2.87592276943   3.01979294326  0.142000914698 0.0101995300617  0.274836936679             7.9             7.8             7.9             8.1   3.47417058619   3.45891412346   3.48634756084   3.51948565658            1.05             1.0            1.05            1.15           189.0
             95   8.73891841348   8.65780870562   8.81880638891   4.34707503333   4.29341670101   4.39832206639  0.208918092416 0.0512979780043  0.376840489969             8.5             8.5             8.5             8.5   4.35461514908   4.35421232506   4.35463208091   4.35492954918            0.65            0.65            0.65            0.65          1124.0
            950   8.52291005231   8.35750526721   8.65069838069   3.19957648695   3.13798313158   3.25858285853   0.23392279595 0.00535370493256  0.540058493704             8.3             7.7             8.0             8.3   3.45517760594   3.36798064796   3.41320225887   3.45968200547             0.8            0.85             1.0            1.15           177.0
            951    8.2212927663   8.12084692396   8.38074336077   3.48112291203   3.39127214609     3.655623993  0.731679410201  0.492349589336   0.96781458785             8.3             8.3             8.3             8.3   3.43613375666   3.43581685749   3.45069541855   3.46514632982            0.65            0.65             0.7             0.7           293.0
            954   8.33040514599   8.11951426182   8.59334812595   3.46615465505   3.31916053487   3.61300308997  0.769862648857  0.186427521892   1.19195385864             8.9             8.8             8.8             8.9   3.93540799903   3.89337790937   3.93542995898   3.97356241697            0.45            0.45             0.6            0.75           260.0
            955   7.41483580943   7.36819370089   7.61269791279   3.84250591717   3.72864020896   3.96548786032  0.454593239819  0.186368614973  0.595625615684             6.6             6.6             6.7             6.9   3.51571119122   3.47404302839   3.50013559609   3.51914084695            1.45             1.3             1.4            1.45           434.0
            956   8.99476775353   8.91325441555   9.10047514799   3.57415731706   3.49057626392    3.6573545919 0.0925241126464             0.0  0.182809646068             9.1             9.1             9.1             9.1    4.1565379946   4.11244322411      4.15636338    4.1807420346             0.2            0.15             0.2            0.25           355.0
            957   8.88783053929   8.81259057872   8.95934706886   3.17482360595   3.09656838451   3.25065516517  0.016125099306             0.0 0.0843063747019             8.9             8.8             8.9             8.9   3.51299899769   3.43215895601   3.49994267778   3.54758852279             0.3            0.25            0.35            0.55           197.0
            958   8.19493356601    7.6035622254   8.44981610933    3.4782499275   3.01050021161   3.77563933733   1.23411705918  0.682223537544   1.70653707414             9.1             9.0             9.1             9.1   4.08331053974   4.01450531817   4.08285829997   4.09601753027            0.55             0.5            0.55             0.7           300.0
            959   8.29244250153   8.22620027485   8.34919868146   3.54189722269   3.46468527278   3.63021044768  0.574079351324  0.417821910671  0.751460157095             8.1             8.1             8.1             8.1   3.20438022803    3.2042596925   3.20457270237   3.22294814416             0.5             0.5             0.5            0.55            89.0
             96   8.63256811445   8.56067901806   8.69909206312   3.85984226986   3.81255219676   3.90334214487 0.0544429987225             0.0  0.155903757069             8.1             8.1             8.1             8.2   3.83810680597   3.83797396879   3.83825777133    3.8594843552             0.7            0.65             0.7            0.75           551.0
            960   9.42772552361   9.31625461969   9.54974262374    3.5486043019   3.45612953806   3.63915945832 0.0620988999245             0.0  0.162546130044             8.3             8.3             8.3             8.5   3.15951540945   3.08464171537   3.15099824369   3.18023289696             0.9             0.7             0.9             1.0            96.0
            961   9.10086982316   8.17225185323   9.58823441262   3.83764183204   3.70615728975   3.95969199855  0.596600330274  0.030615555714   1.72631758015             9.2             9.2             9.2             9.2   4.16342133999   4.08603294432   4.16320666707   4.20181768753            0.25             0.2            0.25             0.3           187.0
            964   8.88816501314    8.8350465233   8.94049060819   3.13456603148   3.05759459284   3.21179751529 0.0568840172709             0.0  0.156406990453             8.3             8.2             8.3             8.5   3.26667232465    3.2477515269   3.31940436377   3.42388200842            1.15            0.95            1.15             1.3           132.0
            966   9.00763904824   8.20968587543   9.60258066826   3.88457445721    3.7339534448   4.03681713159  0.972776228561  0.303440689927   1.91873466746             9.1             9.1             9.1             9.1   3.90240594868   3.84243127445   3.90227429392   3.92567992958            0.15             0.1            0.15            0.25           200.0
            970   8.41374119959   8.33038614519   8.49311483361   2.46734658774   2.32052411226   2.60852157697  0.130958012815             0.0  0.283768428696             8.9             8.8             8.9             8.9    3.1886072535   3.15220052442   3.18846019226   3.22341018817             0.0             0.0            0.05             0.2            91.0
            972   9.56130301951   9.04754503619   9.97554139086   3.82708264656   3.65517145141    4.0008426282  0.361180962865 0.00989005193026  0.825886487649             8.5             8.4             8.5             8.6    3.3329411937   3.22449360055   3.28919109609   3.33493737889             0.7            0.55             0.7             0.8           159.0
            973   9.29961756156   9.25777603936   9.34711759478   3.35702429578   3.31508257491   3.39788946317 0.0103743601431             0.0 0.0779612673656             8.7             8.7             8.7             8.8   2.97513510343   2.91426678811   2.96490960783   2.99481995466             0.3             0.1             0.2            0.35            76.0
            975   6.73739082666   6.19526013401   7.25166250001   3.22832898237   3.02241075667   3.42891011968   1.33590852796   1.17889071046   1.49655773281             8.0             7.6             7.8             8.0   3.26350019341   3.22353476817   3.25253968227   3.26717949739            0.75            0.75             0.8             0.9           167.0
            977   8.51832048099   8.34836071471    8.6850495577   2.59001850333   2.42273734836   2.76127426761  0.293728546991 0.0179612265676  0.617366775504             8.4             8.1             8.4             8.4   2.87616577032   2.76911376425   2.85966390347   2.88916278516            0.75             0.7             0.8             0.9            64.0
            979   7.79097493649   7.66280000728   7.98627281315   3.34732951422   3.15613774571   3.53543554125   1.53731328721   1.24927146147   1.86313312666             8.2             8.1             8.2             8.6   3.19278461465   3.10118538227   3.17903981319   3.24359451733            1.15            0.65            1.15            1.25           133.0
             98   7.33738474215    7.0708947336   8.06736380445   3.98756414346   3.83088545286   4.21466126655  0.947748683741  0.458509327604   1.23426784778             7.2             6.9             7.1             7.2   3.82850330778   3.78645148578   3.82849349138   3.82853485119             1.3             1.3             1.3            1.35           454.0
            980   7.36539487042   7.26874667621   7.46130353109   4.49492737616   4.44935124011   4.54827592109   1.38457973528    1.2559708434   1.51034302518             7.4             7.1             7.4             7.4   3.81990966337   3.81966345581   3.81998828076   3.83360133905            1.35            1.35            1.35             1.5           284.0
            981   8.43344064404   8.07158331571   8.80080102455   2.87188994665   2.66801607322    3.0884138639  0.604864509879 0.00900594473113   1.33264426592             8.9             8.9             8.9             8.9   3.20349357101   3.19381159837   3.23360644865   3.26201617059             0.0             0.0             0.1             0.2            66.0
            982   9.10982041711   8.94811031607   9.28578019167   3.14793828788   3.01828786899   3.28457982978  0.183832028778 0.0158326699609  0.362519092294             8.5             8.4             8.5             8.7   3.26202903271    3.0714268244   3.20181280742   3.26204695931             1.4            1.05             1.3            1.45            83.0
            983   7.68762452708   7.62498035467   7.74888080889   3.23256462335   3.16675815493   3.29724688137  0.961765776384  0.845517032212   1.07147977121             7.7             7.4             7.7             7.8   3.32547166409   3.28257926958   3.32494231998   3.34234000691             1.3            1.25             1.3             1.4           140.0
            985   8.78359912756   8.73860815982   8.83031706448   3.27402262995   3.22338793205   3.32469901281 0.0452623727145             0.0  0.131892183904             8.7             8.5             8.6             8.7   3.22168138142   3.17302647209   3.22297460865   3.26685355897             0.0            0.05             0.3             0.5           197.0
            986   7.99322653351   7.65780005686    8.2751767287   3.27452925257   3.07099891883   3.49578958024   1.07726164913  0.545516155328   1.72487059582             9.0             7.6             7.9             9.0   3.49534197915    3.4952451433   3.61976168974   3.75214624593             0.0             0.0            2.55             2.8           163.0
            990   8.04394179163      7.78313851   8.26045770961    3.2004360291   3.02975250323   3.41819894948  0.849556126875  0.418722621073    1.4335507629             8.2             8.1             8.2             8.3   3.25944376248   3.22785193118   3.25252245444   3.27886049452             0.7             0.6             0.7            0.75           237.0
            991   7.82970216858   7.76886885464   7.88928465893   3.34076787941   3.26842208814   3.40906814626   1.52403818857   1.41420171237   1.63816306489             8.8             8.7             8.8             8.8   3.33326439612   3.33335383535   3.35748387641   3.39355067116             0.0             0.0             0.1            0.35           114.0
            992   8.22565582941   8.16067557016    8.2972849182   3.39374181558   3.32774982403   3.47420518216 0.0719563452588             0.0  0.180739038203             7.7             7.6             7.7             8.0   3.08946172711   3.08905161761   3.10375535902   3.13079130359            0.45            0.35            0.45            0.55           176.0
            993   8.44795224508   8.28180777435   8.57815550514   3.15631981085   3.05931091279   3.25836824743  0.209063985704             0.0  0.553765389138             8.8             8.7             8.8             8.8   3.49121753335   3.44347272399   3.48164253819   3.51293696053             0.0             0.0            0.15            0.35           193.0
            995   6.68348802321   6.50580198845   6.82695056674   2.30344528359   2.09232519356   2.50622919564  0.830126927549  0.704188088784  0.955721974479             7.0             6.7             7.0             7.2   2.94825806945   2.90694464032   2.93450653895   2.96340445008            0.95            0.85            0.95             1.0            87.0
            996   9.17450149549   9.09879592737   9.25703775464   3.19826588634   3.10066742578   3.28997974786 0.0200702766107             0.0 0.0878492237155             9.1             9.0             9.1             9.1   3.68174928193   3.51326524122   3.66596455114   3.69834182345             0.1            0.05             0.1             0.2           110.0
            997   8.40091301618   8.24913173632   8.56158242012   3.02795229645   2.90397136892   3.14115279351  0.338001827835 0.0484697115147  0.635999269357             8.6             8.6             8.6             8.7    3.5304441096   3.46561135441   3.50769637248   3.56246349873            0.65             0.4            0.55            0.65           226.0
            998   7.52970180694     7.452654166   7.60917693233   3.03135157274   2.88672078266   3.14558645212  0.282663745584   0.21136663712  0.373832113812             7.3             6.9             7.3             7.5   2.91699506638   2.88384210248    2.9004292152   2.91718257319            0.45             0.4            0.45             0.5            66.0
           4529   6.73021084992   6.60527234806   6.87273717853   3.05565083583   2.79821042193   3.32191140505  0.960253709943  0.834019121562   1.08381391693             6.6             6.6             6.9             7.4   2.80015299262   2.78363158783   2.85138067141   2.91341566959            1.05             1.0             1.1            1.25           217.0
           5746             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.7             6.7             7.0             7.4   2.51799094055   2.41294857206   2.48607464957   2.52182200831            0.85             0.6            0.75            0.85           319.0
           1581   8.71879423242   8.24776640473    9.0264695005   3.36065011116    3.2139066053   3.52185000235  0.536921632702 0.0549992291569   1.33606311068             8.3             8.2             8.3             8.3   3.22745561293   3.16191940602   3.21339234883   3.23738129196            0.95             0.8            0.95            1.05           146.0
           6150             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.1             6.9             7.5             8.0   2.64033352663   2.39589073244   2.46276824194   2.53743853148            0.75            0.65             0.8            0.95           153.0
           5063             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.6             6.9             7.3             7.6   3.00645017406   2.90705545251   2.95077998463    3.0059480598             1.4            1.35            1.45             1.5           119.0
           3760   9.26669981193   8.95292591565   9.54109092984   3.61678911201   3.51651692956   3.73974146947  0.263775211947             0.0  0.617408949212             7.5             7.3             7.5             7.8   3.19660149416   3.09413279261   3.18065634033   3.22804123678            1.85             1.7            1.85             1.9           122.0
            166             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.6             6.6             6.6             6.6   4.54331633744   4.54317862005   4.55011207859   4.56801183409            2.95            2.95            2.95             3.0           529.0
           1645   6.51316763599   6.07647219972   6.93456297389   3.25509746282   2.77049578186   3.70076006966   1.63242711827   1.42084795357   1.85188956544             7.8             7.8             7.8             7.9   3.32894293704    3.3105919495   3.32895141287   3.35118643478            0.85             0.8            0.85             0.9           334.0
           2174   8.75308371694   8.71053008186   8.79397788927   3.01438779957     2.966497381    3.0627352124 0.00207793277874             0.0 0.0703379327787             7.7             7.5             7.7             7.9   3.39971076474   3.38033401586   3.40908240538    3.4334860759             1.6            1.55            1.65             1.7           101.0
           2862             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.3             6.7             7.0             7.2   3.44267855605   3.28372161044   3.32537544267   3.37340934906            1.95             1.8             1.9            1.95           147.0
           5131   7.90427323734   7.74228713859   8.07475819396   3.07711161541   2.97897499669   3.17509447762  0.439917818271  0.184406534125  0.687685587735             6.8             6.8             7.1             7.7   2.74495468956   2.69717004048   2.74433153772   2.79244253519             1.1             0.8             1.0             1.1           247.0
            419   8.00150335989   7.91644269614   8.07199034433   3.16313375358   3.07833928963    3.2409484818  0.983684697566  0.867223010323   1.09479773598             8.2             7.7             8.1             8.3   2.90294235451   2.84955979831   2.88676934546   2.91511453974             0.4             0.4             0.5            0.65            68.0
           1902   8.49830957847   8.41281538808   8.59650962467   3.45039003164   3.36846311624   3.54142505982  0.559796955694   0.36541406454  0.753245649798             8.3             7.7             8.2             8.3   3.14856630577   3.02597647336   3.10328640598   3.16770213096             0.5            0.45            0.65            0.85           215.0
           2806             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.5             7.8             8.3             8.5   2.91818963903   2.73079968332   2.83091686385   2.91810938149            0.55            0.55             0.7            0.85            75.0
           2119   8.77032570356    8.7641228992   8.94568157513   3.34239658493   3.23954130334   3.38554323523  0.245400421988             0.0  0.173573563582             8.3             8.2             8.3             8.4   3.31604155734   3.24812663558   3.31574375877    3.3387757247             0.9            0.85             0.9             1.0           148.0
             99             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.0             6.9             7.0             7.1   4.31404181328    4.2895710987   4.31326408734   4.32038792407            2.85             2.8            2.85            2.85           328.0
           3025             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.1             7.1             7.1             7.2   3.95476751286   3.91707944515   3.95993762068   4.06675169447             2.8            2.75             2.8             3.0           272.0
           6234             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.4             6.8             7.2             7.6   2.11917278269   2.07721050651   2.10514977611   2.13824214802             0.2             0.1             0.2             0.3           176.0
           3155             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.6             6.6             6.6             6.7   3.07638494314   3.07417166556   3.07667930358   3.08549049727             0.6             0.6             0.6            0.65          1128.0
           1224   7.03371503619   6.90628130638   7.15840631274   2.88464484644   2.61664519381   3.12830786281  0.270437954671  0.173904081555  0.368987500271             7.1             7.0             7.1             7.2   2.97211088258   2.95640656309   2.96624226656    2.9721100715             0.5             0.4             0.5             0.5           140.0
           2068   9.84026314037   9.77721378914   9.90189345489   4.32237856169   4.26618127492   4.38254308951 0.00564522652639             0.0 0.0738866998186             7.7             7.4             7.6             7.7   3.46755140924   3.36105653803   3.43709983111   3.49223909695             1.7             1.6             1.7             1.8           182.0
           1797             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             9.3             8.0             9.2             9.3   4.95003208769             0.0   4.87388128043   4.94777989026            0.65            0.65             0.7            1.85           566.0
            882   8.20380064263   7.14201585879   8.76993820431   3.35852078889   3.30475174272   3.44439582722  0.659180139445             0.0   1.95631789035             7.4             7.3             7.4             7.4    4.2275040813   4.15429613244    4.2267093556   4.22753322929            2.85            2.85            2.85             2.9           312.0
           1231   8.10255295642   7.96702171957   8.24299984776    3.2730439143   3.15549925048   3.38129337483  0.436545965209  0.159311351902  0.691922578502             8.2             8.1             8.2             8.2   3.22089971715   3.19215799906   3.22083399312   3.23776969564             0.4             0.4            0.45            0.55           255.0
           2508   8.81209572162   8.50447526816    9.0628028404   3.73409482539   3.63647477139    3.8359859843  0.903283345369   0.51714389122   1.28418127824             8.1             8.0             8.1             8.1   3.39840093734   3.34895311945   3.38853548514   3.41781450903             1.3             1.2             1.3             1.4           220.0
           5971             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.5             6.9             7.3             7.5   2.79584718337   2.68344452224   2.75051037722   2.81230386913            1.45             1.3            1.45             1.6            70.0
           2641   6.89916122067   6.21094467145    7.3613883191   3.26388219931   3.02356236491   3.48053797838   1.66373376184   1.51633985358   1.92737882134             7.7             7.0             7.4             7.7   2.75751338899   2.69419454265   2.73394500287   2.76722355453            0.65            0.65             0.7            0.85           184.0
           2399   9.23881078874   9.14544751436   9.33794597469   3.48666070801   3.40674565662    3.5701909187  0.153426817686 0.0169106775227  0.289019838258             8.3             7.9             8.3             8.4   3.45912300748   3.31491068241   3.40281209661   3.45921917965             1.4             1.1            1.35            1.45           130.0
           2086   8.17974416977   7.67167850518   8.88159865597   3.72922052688   3.35274134662   4.00154327321   1.54517388955  0.165452544098   2.50093943996             8.3             8.0             8.4             8.6   3.35821501487    3.3412359295   3.40478716517   3.45053119616             0.8            0.45             0.8             1.4           147.0
           2151   7.81966318701   7.75186038984   7.87751334902   2.18785945995   2.10268989688   2.24191900934  0.654972466551  0.463910379345  0.937922098402             8.3             8.2             8.3             8.4   3.16871105868   3.09104941008   3.14843601168   3.18720027153            0.85            0.65             0.8            0.95           143.0
           3300   8.84650978493   8.70365100364   8.87454974792   4.71882139764   4.66520778379   4.74765223152   1.69205631944   1.61982494571   1.88461320935             9.6             9.5             9.6             9.8   4.80177684244   4.74111815518   4.84097800859   5.04140040586            0.05            0.05            0.05            0.15            72.0
           5862             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.0             7.9             8.0             8.0   2.99507612748   2.95713374026   2.97661530969   2.99587519159             0.8            0.75             0.8             0.9           154.0
           1125   8.19886246889    8.1036357821   8.29590819271   3.63230673975   3.54814133555   3.71643135565  0.312876285052 0.0977219686414  0.510519011772             7.2             6.9             7.2             7.4   3.17364370429   3.13103733662   3.17942358546   3.21643206256             1.2            1.15            1.25             1.3           292.0
           1754   9.15865159562   9.09167834698   9.22791502265   4.78009499652   4.72585756413   4.83421897628  0.109010239798             0.0  0.228026754551             6.6             6.6             6.6             6.7   4.35606062229   4.35601792305   4.36069027133   4.38279977387             3.0             3.0             3.0             3.0           331.0
           2219             9.1         9.06587         9.13413             4.5         4.46587         4.53413             0.2         0.13174         0.26826             6.9             6.9             6.9             7.1   4.32196879795   4.31499115332   4.32235841559   4.37215106223            2.95            2.95             3.0             3.0           265.0
           3938   7.72648900177   7.66436596597   7.79039895843    2.8455374798   2.75881952214   2.93433809561  0.461033434338  0.323382313966  0.597443961141             6.7             6.6             6.8             7.2   2.27304520803   2.21478908528   2.27242230501   2.29799185895            0.85             0.7            0.85             0.9           133.0
           4841             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.5             6.7             7.1             7.6   2.20805870003   2.14062285576   2.18766645807   2.21920949419            0.45            0.45            0.55            0.65           144.0
            344   8.81238001687   8.34124264869   9.11607005612   3.60658296087   3.50845914805   3.71382194727  0.310788325389             0.0  0.888477277998             8.5             8.4             8.5             8.5   3.62230162739   3.62199568591   3.64894082619   3.67878616678            0.65            0.65            0.75             0.9           312.0
           3501   8.61645871308    8.4799987982   8.74572496108   2.75061672973   2.65626729735   2.86017495808  0.261440419749  0.029816830251  0.498703876064             8.3             8.3             8.3             8.3   3.08041140901    3.0482067777   3.07221273287    3.0949721379            0.95            0.85             0.9             1.0            95.0
           3129             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.8             6.7             6.8             6.9   2.55349384669   2.52003314732   2.55658278299   2.57564853649             0.7            0.65             0.7            0.75           123.0
            538    8.4164372109   8.36128470795   8.50391275117   2.86526429387   2.76492362607     2.981812332 0.0653239349559             0.0  0.180606933469             8.4             8.4             8.4             8.4   3.18417074144   3.12937737394   3.18333962882   3.21223561316            0.45             0.4            0.45             0.5           168.0
            351   8.49373445695   8.34699826967   8.64756293535   2.95593047829   2.84300772449   3.06708846239  0.213666104269             0.0  0.473517143617             8.4             8.3             8.4             8.5   3.41744551016   3.39007823691   3.42487483807   3.45435638919             0.9             0.8             0.9            1.05           175.0
           4537   8.61551493997   8.39748831096   8.83530036581   2.63878441354   2.45635856038   2.80816830572  0.408889493686 0.0708121929514  0.769558413598             8.4             8.3             8.4             8.4   2.46949201748   2.43626736421   2.46944121322   2.49422118766            0.45            0.35            0.45            0.55            54.0
             81   7.60638727474   7.39348561018   7.78094747769   3.29628220209   3.08245348023   3.46536261292  0.296552637021  0.163995616131  0.420671773164             7.3             7.2             7.3             7.4   3.50418624523   3.49320474435   3.50418017166   3.50452516466             0.7            0.65             0.7             0.7           175.0
           4667             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.9             7.1             7.8             8.0   2.62185924858   2.45629358602   2.53009246723   2.59759939177             0.7            0.55             0.7             0.9            75.0
           1282   10.2089087592   10.1684212025   10.2440586463   5.46972584431   5.42621047497   5.50977358497  0.182939658242  0.112657826655  0.263503595263             9.5             9.4             9.5             9.5   4.93688268443   4.85648364943   4.90092526291   4.93762901383             0.1             0.0             0.1            0.15           633.0
           4175    7.8125663672   7.70707966471   7.89781162367   2.86093499319   2.73690989714   2.98526506393   0.70792223871  0.493024083966  0.920111007629             8.0             7.4             7.9             8.1   2.59099968096   2.43216535364   2.56294414466   2.59281451806             0.4             0.3            0.45             0.6           132.0
           2745             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.7             7.2             7.5             7.8   2.86402989966   2.82327495651   2.85199430549   2.87839593626             0.4             0.4            0.45            0.55           181.0
           6041             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0            10.1             7.1             8.3             9.6   4.66317840606             0.0    1.9245694065   2.73619866613             0.1            0.35            1.15             2.4            99.0
           1286   6.50334323373   6.14593135134   6.80970829048   2.97089393279   2.74580556718   3.15657013537  0.827976513661  0.711866087407  0.949645478137             7.5             6.9             7.3             7.5   2.79784636317   2.75225431473   2.78461510115   2.81060579989             0.4            0.35            0.45             0.6           116.0
           4681             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.2             7.0             7.2             7.4   2.68809084285   2.65385681097   2.67781711558   2.69352288286             0.5             0.4             0.5            0.55           292.0
           1408    8.4835322657   8.32126164386   8.63271089591   2.99957763625   2.89002910349   3.10207616378  0.219031434625             0.0  0.515608016514             8.3             8.1             8.3             8.4   3.26666783213   3.14732925823   3.24033977298   3.28593145649            0.75             0.6             0.7            0.85           138.0
           5518             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.3             6.9             7.4             8.0   2.64193411943   2.52441237082   2.60679026292   2.67769333447             0.7             0.5            0.65            0.75           155.0
           2881             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.8             7.1             7.6             7.9   2.75264159427   2.64906420823   2.70693517911   2.75242790484             1.2            1.15            1.25            1.35            37.0
            875   8.69631401086   8.63348087225    8.7612729181   3.20779219272   3.12876653249   3.28237154242  0.060574808138             0.0  0.161543816471             8.8             8.8             8.8             8.9   3.63171163275   3.62999358314   3.66321096066   3.73024691674             0.3            0.15             0.4             0.5           152.0
            434   8.13712350186   8.01346705675   8.25888521098   3.39894451258   3.30572203375   3.50134773483  0.653151010627  0.417789339376   0.90565068039             8.2             8.2             8.2             8.3    3.2730051326   3.27287330975    3.2818522898   3.30255870836             0.3             0.3             0.3             0.4           283.0
           1229   6.73378517934   6.27151319468   7.06856885331   3.03259971752   2.80290668822   3.24085619764   1.97659859238   1.82102702221   2.18684633665             7.9             7.4             7.7             8.0   2.71323028996   2.65597036029   2.69146018036   2.72126307825            0.45            0.45             0.5             0.6           112.0
           2574   7.83536190285   7.76623031577   7.89758339408   2.88829693997   2.77664829248   3.00170103746  0.861087743194  0.698285071395   1.03040097762             8.2             8.0             8.2             8.5   2.99222531385   2.88300197133   2.95649636782   2.99605271395            0.65            0.35             0.6             0.7            93.0
            194   8.29256223546   8.22603455784   8.35768877081   3.55216598819   3.50327607237   3.59960103108  0.459761447862   0.31640695684   0.58918294823             7.6             7.2             7.4             7.6   3.12855354164   3.07125758863   3.10047557255   3.12913963441            0.95            0.95             1.0            1.05            87.0
            127   8.29780207689   8.18052808641    8.4230880033   3.71788669929   3.61082636542   3.83648465609  0.585681293806  0.328371756622  0.840242275289             8.2             8.1             8.2             8.2    3.5279923261   3.50879352558   3.52812763945   3.55531506802            0.45            0.45             0.5             0.6           292.0
            315   8.28739664659   8.20778914201   8.37554070029   3.26068506029   3.16778143639   3.35277093886  0.195001910229 0.0162223364505  0.377206167617             8.2             7.6             7.9             8.2   3.37791568339   3.29851009939    3.3366623133   3.37792598867             0.4             0.4             0.5             0.6           214.0
